,movielensId,imdbId,extroversion,neuroticism,agreeableness,conscientiousness,openess
670,2797,tt0094737,0,1,1,1,1
671,2803,tt0107798,0,0,0,1,1
672,2804,tt0085334,0,0,1,0,1
673,117504,tt0087096,0,1,0,1,0
674,117506,tt0072860,0,0,1,1,1
675,2819,tt0073802,0,0,1,0,1
676,68358,tt0796366,0,0,0,0,1
677,117517,tt3093546,1,0,1,1,1
678,84772,tt1092026,0,1,0,0,1
679,2858,tt0169547,0,1,0,0,0
680,2857,tt0063823,0,0,0,0,1
681,2867,tt0089175,0,1,0,0,1
682,2871,tt0068473,0,0,1,0,1
683,2872,tt0082348,0,0,0,0,1
684,109374,tt2278388,0,1,0,0,1
685,2881,tt0150377,1,0,0,0,1
686,2905,tt0056443,0,0,0,0,1
687,2908,tt0171804,1,1,0,0,1
688,2916,tt0100802,0,0,1,0,1
689,2917,tt0082089,0,1,0,0,1
690,2918,tt0091042,0,0,1,1,1
691,2921,tt0068699,0,0,0,0,1
692,2927,tt0037558,0,1,0,1,1
693,2932,tt0077405,0,1,0,0,1
694,2936,tt0034240,0,1,0,1,1
695,2940,tt0038559,0,0,0,0,1
696,27518,tt0292490,0,1,1,0,0
697,2944,tt0061578,0,0,0,0,1
698,2947,tt0058150,0,0,0,0,1
699,2959,tt0137523,0,0,0,0,1
700,2966,tt0166896,0,1,0,1,1
701,2968,tt0081633,0,0,1,0,1
702,2973,tt0097123,0,1,0,1,1
703,2985,tt0093870,0,0,0,0,1
704,2987,tt0096438,0,0,0,0,1
705,2989,tt0082398,0,0,0,0,1
706,109487,tt0816692,0,0,0,0,1
707,2990,tt0097742,0,0,0,0,1
708,2996,tt0166943,0,1,0,0,1
709,2997,tt0120601,0,1,0,0,1
710,3000,tt0119698,0,1,0,0,1
711,3005,tt0145681,0,0,1,0,1
712,3006,tt0140352,0,1,0,0,1
713,3016,tt0083767,0,0,0,0,1
714,68554,tt0808151,0,0,0,0,1
715,3020,tt0106856,0,1,0,1,1
716,3022,tt0017925,1,0,1,1,1
717,84944,tt1192628,0,1,0,0,1
718,3030,tt0055630,0,1,0,0,1
719,84952,tt1590089,0,0,0,0,0
720,3033,tt0094012,0,0,0,0,1
721,3035,tt0048380,0,0,0,1,1
722,3039,tt0086465,0,0,0,0,1
723,3052,tt0120655,0,1,0,0,1
724,60397,tt0795421,1,1,1,0,1
725,134130,tt3659388,0,0,0,0,1
726,44022,tt0438097,0,0,0,0,1
727,3072,tt0093565,1,1,0,1,1
728,3081,tt0162661,0,1,0,0,1
729,109578,tt2024469,0,1,0,0,1
730,109580,tt1951216,0,0,0,1,1
731,3087,tt0096061,1,1,1,1,1
732,3088,tt0042546,0,1,0,0,1
733,3091,tt0080979,0,1,0,0,1
734,52245,tt0445934,0,0,1,0,1
735,3095,tt0032551,0,0,1,0,1
736,3097,tt0033045,0,1,0,1,0
737,3100,tt0105265,1,0,0,1,0
738,3105,tt0099077,0,1,0,1,1
739,3111,tt0087921,1,1,0,1,1
740,3114,tt0120363,1,1,0,0,1
741,27706,tt0339291,0,1,1,1,1
742,109629,tt1999987,0,1,0,1,0
743,52287,tt0396555,0,1,1,1,1
744,27721,tt0344510,0,0,0,0,1
745,3147,tt0120689,0,1,0,0,1
746,3152,tt0067328,1,1,0,1,1
747,27731,tt0347618,0,0,1,0,1
748,3156,tt0182789,0,1,0,1,1
749,3155,tt0166485,0,0,0,0,1
750,93270,tt1636826,0,0,1,0,1
751,3160,tt0175880,0,1,0,0,1
752,27741,tt0351817,0,1,0,1,1
753,3175,tt0177789,0,0,1,0,1
754,52328,tt0448134,0,0,0,0,1
755,3176,tt0134119,1,1,0,0,1
756,3178,tt0174856,0,0,0,0,1
757,117867,tt2614684,0,0,0,0,1
758,3181,tt0120866,0,0,0,0,1
759,3196,tt0046359,0,0,0,0,1
760,3198,tt0070511,0,1,1,0,1
761,3201,tt0065724,0,0,1,1,1
762,3210,tt0083929,1,0,0,1,1
763,27798,tt0367913,0,0,0,0,1
764,3224,tt0058625,0,0,0,1,1
765,44195,tt0427944,0,1,0,1,1
766,44199,tt0454848,0,0,0,1,1
767,109740,tt2910274,1,1,0,1,0
768,27821,tt0373926,0,1,1,1,1
769,3246,tt0104797,0,0,1,1,1
770,3252,tt0105323,1,0,0,1,1
771,27831,tt0375912,0,0,0,0,1
772,3256,tt0105112,1,0,1,1,1
773,3255,tt0104694,0,0,0,1,0
774,27834,tt0376968,0,1,0,1,1
775,3262,tt0105665,0,1,0,0,1
776,3265,tt0104684,0,0,0,0,1
777,3266,tt0103905,0,0,0,1,1
778,3275,tt0144117,0,0,1,1,1
779,3289,tt0209189,0,1,0,1,0
780,3300,tt0134847,0,0,0,0,1
781,3301,tt0190138,1,1,0,0,1
782,3307,tt0021749,0,0,0,0,1
783,3310,tt0012349,0,1,1,1,1
784,27904,tt0405296,0,0,0,0,1
785,126219,tt0026683,0,1,0,0,0
786,60684,tt0409459,0,1,0,0,1
787,85259,tt0061199,0,0,0,0,1
788,3360,tt0091217,0,0,1,0,1
789,3361,tt0094812,0,0,0,0,1
790,3362,tt0072890,0,0,0,0,1
791,3363,tt0069704,1,0,0,0,1
792,3364,tt0042208,0,0,1,1,1
793,3365,tt0049730,1,1,1,0,1
794,126245,tt0097843,0,0,1,0,1
795,109864,tt2771372,0,0,1,0,1
796,3386,tt0102138,0,0,0,0,1
797,3396,tt0079588,0,0,0,0,1
798,93510,tt1232829,0,0,0,0,1
799,3408,tt0195685,0,1,0,0,1
800,68954,tt1049413,0,1,0,0,1
801,3424,tt0097216,0,0,0,0,1
802,3435,tt0036775,0,1,0,0,1
803,3441,tt0087985,0,0,0,0,1
804,3444,tt0092675,0,0,0,0,1
805,85367,tt1564367,1,1,1,1,1
806,3448,tt0093105,0,0,0,0,1
807,52604,tt0488120,0,0,0,0,1
808,3462,tt0027977,0,1,0,1,1
809,3467,tt0057163,0,1,1,0,1
810,3468,tt0054997,0,1,0,0,1
811,3469,tt0053946,0,0,0,0,1
812,3470,tt0071411,0,0,0,0,1
813,3471,tt0075860,0,0,0,0,1
814,3476,tt0099871,0,0,0,0,1
815,3479,tt0089457,0,1,0,0,1
816,3481,tt0146882,0,1,0,0,1
817,3489,tt0102057,0,1,0,0,1
818,3494,tt0065126,0,0,0,0,1
819,85414,tt0945513,1,0,1,1,1
820,3498,tt0077928,0,1,0,0,1
821,3499,tt0100157,0,1,0,1,1
822,3504,tt0074958,0,0,0,0,1
823,3508,tt0075029,0,0,0,0,1
824,3510,tt0186151,0,0,0,0,1
825,3513,tt0160797,0,0,0,1,1
826,3516,tt0051406,0,1,0,0,1
827,85438,tt1229822,0,1,0,0,1
828,3526,tt0098067,1,1,0,1,0
829,3527,tt0093773,0,0,0,0,1
830,3545,tt0068327,0,1,0,1,1
831,3551,tt0074860,0,1,1,0,1
832,3556,tt0159097,1,0,1,1,0
833,3559,tt0044837,0,0,0,1,1
834,101864,tt1483013,0,0,0,0,1
835,3578,tt0172495,0,0,0,0,1
836,69122,tt1119646,0,1,1,0,1
837,101895,tt0453562,0,0,0,0,1
838,3591,tt0085970,1,0,1,1,0
839,110102,tt1843866,0,0,0,0,1
840,60950,tt0497465,0,1,1,0,1
841,3608,tt0089791,0,1,0,0,1
842,3617,tt0215129,1,1,1,1,1
843,3629,tt0015864,0,0,0,0,1
844,3634,tt0058576,0,0,0,0,1
845,3635,tt0076752,0,0,0,0,1
846,3654,tt0054953,0,0,0,0,1
847,3671,tt0071230,0,0,0,0,1
848,3675,tt0047673,1,0,1,1,1
849,61024,tt0910936,0,1,1,0,1
850,3683,tt0086979,1,1,0,0,1
851,3698,tt0093894,0,0,0,0,1
852,3702,tt0079501,0,0,0,0,1
853,44665,tt0425210,0,0,0,0,1
854,3706,tt0092563,0,1,0,0,1
855,3730,tt0071360,0,0,0,1,1
856,52885,tt0851578,0,0,0,0,1
857,3735,tt0070666,0,0,1,1,1
858,3736,tt0043338,1,0,0,1,1
859,3740,tt0090728,0,0,0,0,1
860,36517,tt0387131,0,0,1,1,1
861,3751,tt0120630,0,0,0,0,1
862,3753,tt0187393,0,0,0,0,1
863,3755,tt0177971,0,0,1,1,1
864,36525,tt0425123,0,1,0,0,1
865,36529,tt0399295,0,1,0,0,1
866,36537,tt0318761,1,1,1,0,1
867,52929,tt0471030,0,1,0,0,1
868,134853,tt2096673,0,1,0,0,1
869,61132,tt0942385,0,1,0,0,1
870,3801,tt0052561,0,1,0,1,1
871,134881,tt0903657,0,0,0,0,1
872,3814,tt0073312,0,1,0,0,1
873,61160,tt1185834,0,0,0,0,1
874,102123,tt1245492,1,1,0,0,1
875,102125,tt1300854,0,0,0,0,1
876,52973,tt0478311,1,0,0,1,1
877,77561,tt1228705,0,0,0,0,1
878,85763,tt1418646,0,0,1,0,1
879,3868,tt0095705,0,0,0,0,1
880,3871,tt0046303,0,0,1,0,1
881,69406,tt1041829,0,1,1,1,0
882,3882,tt0204946,0,1,0,0,0
883,102194,tt1935179,0,0,1,0,1
884,61236,tt1185616,0,1,0,0,1
885,3897,tt0181875,0,1,1,1,1
886,3911,tt0218839,0,0,0,0,1
887,3916,tt0210945,0,0,0,0,1
888,3918,tt0095294,0,0,0,0,1
889,3925,tt0088184,0,1,1,0,1
890,3929,tt0032234,0,1,0,1,1
891,3949,tt0180093,0,1,0,0,1
892,94070,tt1412386,0,1,0,0,1
893,3967,tt0249462,0,1,0,0,1
894,3969,tt0223897,1,1,0,0,1
895,53125,tt0449088,0,0,1,0,1
896,3979,tt0185431,0,0,0,0,1
897,3980,tt0203019,0,1,0,0,1
898,61323,tt0887883,1,1,1,1,1
899,69516,tt1135092,0,0,0,0,1
900,3986,tt0216216,0,0,0,0,1
901,3994,tt0217869,0,0,0,0,1
902,3996,tt0190332,0,1,0,0,1
903,4002,tt0093748,0,1,0,1,1
904,4006,tt0092106,0,0,0,0,1
905,4011,tt0208092,0,1,0,0,1
906,118700,tt1020072,0,0,1,1,1
907,4014,tt0241303,0,1,0,1,1
908,4018,tt0207201,1,0,0,0,1
909,4019,tt0181536,1,0,1,0,1
910,118706,tt2261331,0,0,1,1,1
911,4025,tt0212346,1,0,1,1,1
912,4034,tt0181865,0,0,0,0,1
913,94150,tt1435513,0,0,0,1,1
914,110553,tt1872181,0,0,0,0,1
915,69604,tt1178663,0,0,0,0,1
916,4069,tt0209475,1,1,1,1,1
917,77800,tt1341167,0,0,0,0,1
918,110586,tt2234003,0,1,0,0,1
919,4105,tt0083907,1,1,1,0,1
920,69644,tt1080016,1,0,1,1,1
921,45081,tt0384537,0,1,0,0,1
922,102445,tt1408101,0,0,0,0,1
923,4144,tt0118694,0,0,0,1,1
924,110655,tt2357291,0,1,0,0,1
925,69712,tt1078588,0,1,0,0,1
926,4183,tt0100842,0,1,0,1,1
927,4187,tt0057251,0,0,0,1,1
928,118896,tt3612616,0,0,0,0,1
929,4223,tt0215750,0,0,0,0,1
930,4226,tt0209144,0,0,0,1,1
931,45186,tt0317919,0,0,0,0,1
932,110730,tt2209764,0,1,0,0,1
933,4239,tt0221027,0,0,1,1,1
934,4246,tt0243155,1,1,0,1,1
935,45210,tt0475276,0,0,1,1,1
936,4262,tt0086250,0,1,0,0,1
937,86190,tt0993842,1,1,1,1,1
938,102588,tt2366450,0,1,1,0,1
939,4296,tt0066011,0,1,0,0,1
940,4299,tt0183790,0,0,0,0,1
941,4306,tt0126029,1,1,0,0,1
942,69844,tt0417741,0,1,0,0,1
943,53460,tt0423294,1,0,1,0,1
944,4308,tt0203009,0,1,0,0,1
945,78039,tt1120985,0,1,0,1,0
946,4310,tt0213149,0,1,0,0,1
947,127192,tt3859304,0,0,1,1,1
948,127198,tt3850214,0,1,0,0,1
949,4321,tt0101587,1,0,0,0,1
950,4327,tt0054047,0,0,0,0,1
951,4329,tt0053221,0,0,0,0,1
952,4366,tt0230011,0,0,1,0,1
953,94478,tt1077368,0,1,0,0,1
954,86298,tt1436562,0,0,1,0,1
955,4387,tt0271027,0,1,0,0,1
956,4406,tt0056217,0,0,0,0,1
957,86332,tt0800369,0,0,0,0,1
958,102716,tt1905041,0,0,1,0,1
959,69951,tt1054606,0,1,0,0,1
960,4426,tt0048261,0,0,0,0,1
961,4427,tt0063227,0,0,0,1,1
962,4432,tt0051036,1,0,0,1,1
963,4446,tt0173840,0,0,0,0,1
964,4447,tt0250494,1,0,0,0,0
965,4448,tt0227445,0,0,0,0,1
966,119145,tt2802144,0,1,0,0,1
967,45431,tt0327084,0,1,0,0,1
968,78209,tt1226229,1,1,0,0,1
969,135567,tt1628841,0,0,0,0,1
970,102800,tt2347569,1,1,0,0,0
971,4545,tt0091949,0,0,0,0,1
972,45517,tt0317219,0,0,0,0,1
973,4571,tt0096928,0,0,0,0,1
974,78316,tt0892318,0,1,0,0,1
975,102903,tt1670345,0,1,0,0,1
976,4641,tt0162346,0,1,0,0,1
977,4649,tt0243655,1,0,1,1,1
978,94777,tt1409024,0,1,0,0,1
979,127565,tt2366608,0,1,0,1,1
980,86628,tt1416801,0,1,0,0,1
981,45668,tt0410297,1,1,1,1,1
982,4718,tt0252866,0,0,1,0,1
983,4720,tt0230600,0,1,1,1,1
984,86644,tt1596343,0,1,1,0,1
985,103042,tt0770828,0,0,0,0,1
986,78469,tt0429493,0,0,0,0,1
987,70286,tt1136608,0,0,0,0,1
988,94864,tt1446714,0,0,0,0,1
989,111249,tt2404181,0,0,0,0,1
990,45720,tt0458352,0,1,0,1,1
991,45722,tt0383574,0,0,0,0,1
992,78499,tt0435761,1,1,1,0,1
993,4776,tt0139654,0,1,0,0,1
994,62155,tt0981227,0,1,0,1,1
995,4816,tt0196229,0,1,0,0,1
996,53972,tt0337978,0,0,1,0,1
997,4823,tt0240890,0,1,0,0,1
998,103141,tt1453405,0,1,0,0,1
999,53996,tt0418279,0,0,0,0,1
1000,78574,tt1399683,0,1,0,0,1
1001,94959,tt1748122,0,1,1,0,1
1002,4848,tt0166924,0,1,1,0,0
1003,54001,tt0373889,0,1,0,0,1
1004,4855,tt0066999,0,0,0,0,1
1005,94969,tt1821480,0,1,1,1,1
1006,4857,tt0067093,0,1,0,0,1
1007,86781,tt1255953,0,1,1,0,1
1008,111362,tt1877832,0,0,0,0,1
1009,4866,tt0272020,0,0,0,0,1
1010,111364,tt0831387,0,0,0,0,1
1011,4878,tt0246578,1,1,1,1,1
1012,4880,tt0264796,0,1,0,0,1
1013,4886,tt0198781,0,0,0,0,1
1014,111384,tt2359024,0,1,0,0,1
1015,86815,tt1596346,0,1,1,1,1
1016,4896,tt0241527,0,0,0,0,1
1017,4901,tt0266987,0,0,1,1,1
1018,78637,tt0892791,0,0,0,0,1
1019,86833,tt1478338,0,1,0,1,0
1020,4920,tt0035140,1,1,1,1,1
1021,4927,tt0076299,0,0,0,0,1
1022,103253,tt1535108,0,1,0,0,1
1023,86880,tt1298650,0,0,0,0,1
1024,37729,tt0121164,0,1,0,0,1
1025,86882,tt1605783,0,1,0,0,1
1026,4963,tt0240772,0,0,0,0,1
1027,37733,tt0399146,0,1,1,1,1
1028,4966,tt0050539,0,0,1,1,1
1029,86892,tt1527788,0,1,1,1,1
1030,37741,tt0379725,0,1,0,0,1
1031,4975,tt0259711,0,1,0,1,1
1032,86898,tt0478304,0,1,0,1,1
1033,4979,tt0265666,0,1,1,0,1
1034,4993,tt0120737,0,0,0,0,1
1035,95105,tt1277953,0,1,1,0,1
1036,4995,tt0268978,0,1,0,0,1
1037,70533,tt0923811,0,0,1,0,1
1038,5004,tt0063415,0,1,0,0,1
1039,70541,tt0048757,0,1,0,0,0
1040,5008,tt0051201,0,1,0,0,1
1041,5010,tt0265086,0,0,1,0,1
1042,103335,tt1690953,0,0,1,0,1
1043,103339,tt2334879,0,0,1,0,1
1044,103341,tt1213663,0,1,0,0,1
1045,78772,tt1325004,1,1,1,1,1
1046,5049,tt0083511,0,0,0,0,1
1047,95167,tt1217209,0,1,0,0,1
1048,5064,tt0245844,0,1,0,0,1
1049,5066,tt0281358,1,1,1,0,1
1050,127974,tt2290065,0,0,0,1,1
1051,5103,tt0108037,0,0,0,1,1
1052,54256,tt0787475,1,0,0,0,1
1053,5105,tt0069995,0,1,1,1,1
1054,54259,tt0486655,0,1,0,0,1
1055,5108,tt0251160,0,1,0,0,1
1056,5110,tt0247745,0,0,1,0,1
1057,5120,tt0069281,0,0,1,0,1
1058,111617,tt1086772,1,1,1,1,1
1059,54286,tt0440963,0,0,0,0,1
1060,5152,tt0277434,0,0,0,0,1
1061,111659,tt1587310,0,1,0,0,1
1062,5187,tt0080889,0,0,0,0,1
1063,95309,tt1307068,1,0,0,0,1
1064,5218,tt0268380,0,0,1,0,1
1065,5247,tt0076729,0,0,0,0,1
1066,111743,tt2557490,0,0,1,0,1
1067,111759,tt1631867,0,0,0,0,1
1068,38038,tt0312004,0,1,0,0,1
1069,5283,tt0283111,0,1,0,0,1
1070,5291,tt0042876,0,1,0,0,1
1071,38061,tt0373469,0,1,0,0,1
1072,5299,tt0259446,1,1,0,0,1
1073,87222,tt1302011,0,0,0,0,1
1074,87232,tt1270798,0,1,0,0,1
1075,103624,tt2334649,1,0,1,1,1
1076,5349,tt0145487,0,1,1,0,1
1077,54503,tt0829482,1,1,1,0,1
1078,103659,tt2820466,0,0,1,0,1
1079,79091,tt1323594,0,0,0,0,1
1080,5377,tt0276751,1,1,0,1,1
1081,5388,tt0278504,0,0,0,0,1
1082,5400,tt0164184,0,0,0,0,1
1083,79132,tt1375666,0,0,0,0,1
1084,5418,tt0258463,0,0,0,0,1
1085,5421,tt0238924,0,0,1,0,1
1086,136495,tt1327035,0,1,1,0,1
1087,111921,tt2582846,0,1,0,0,1
1088,111924,tt2319580,0,0,0,1,1
1089,5444,tt0275847,0,0,0,0,1
1090,95558,tt2125435,0,0,0,1,1
1091,120138,tt2338151,0,1,0,0,1
1092,95567,tt1716777,1,1,0,1,1
1093,79185,tt1013743,0,0,0,0,1
1094,5464,tt0257044,0,0,0,0,1
1095,103772,tt1430132,0,1,0,0,1
1096,5481,tt0295178,0,0,0,0,1
1097,5498,tt0058888,0,1,1,1,1
1098,5500,tt0088286,0,0,0,0,1
1099,5502,tt0286106,0,0,1,1,1
1100,103810,tt1821694,0,0,0,0,1
1101,79242,tt0842926,1,1,1,1,0
1102,5541,tt0102059,0,0,0,0,1
1103,95654,tt0131409,0,1,0,0,0
1104,79293,tt0944835,0,0,0,0,1
1105,112070,tt2172584,0,1,0,0,1
1106,5574,tt0293662,0,1,0,0,1
1107,5577,tt0280760,1,1,0,0,1
1108,5618,tt0245429,0,1,0,0,1
1109,46578,tt0449059,0,0,1,1,1
1110,5620,tt0256415,0,1,1,1,1
1111,79357,tt0485947,0,1,0,1,1
1112,5630,tt0289765,0,1,1,0,1
1113,128520,tt0884732,0,1,0,0,1
1114,112138,tt2294449,1,1,1,0,1
1115,5666,tt0292644,1,0,0,0,1
1116,5673,tt0272338,1,1,0,1,1
1117,112171,tt0455944,0,0,0,0,1
1118,103980,tt2334873,0,1,0,1,0
1119,112175,tt1646971,0,0,0,0,1
1120,5679,tt0298130,1,1,1,0,1
1121,112183,tt2562232,0,1,1,0,1
1122,5690,tt0095327,0,1,0,0,0
1123,71264,tt0844471,0,0,0,0,1
1124,63082,tt1010048,0,1,0,0,0
1125,95856,tt0097674,0,1,1,0,1
1126,95873,tt1839492,0,1,0,0,1
1127,95875,tt1386703,0,0,0,0,1
1128,63113,tt0830515,0,0,0,0,1
1129,120466,tt1823672,0,0,0,0,1
1130,104089,tt2007360,0,0,0,0,0
1131,63131,tt0430922,0,0,1,1,1
1132,112290,tt1065073,1,0,1,1,1
1133,5816,tt0295297,0,0,0,0,1
1134,112316,tt1742044,0,0,1,1,1
1135,79553,tt1386932,0,0,0,0,1
1136,95939,tt1924394,0,0,0,1,1
1137,54997,tt0381849,0,1,0,0,1
1138,55052,tt0783233,0,1,0,1,1
1139,5902,tt0268126,0,1,0,0,1
1140,5903,tt0238380,0,0,0,0,1
1141,104211,tt1723121,0,1,0,0,1
1142,112421,tt1605717,1,1,1,0,1
1143,71464,tt1019452,0,1,0,0,1
1144,104241,tt1650554,0,1,0,0,1
1145,104243,tt1411250,0,0,0,0,1
1146,5945,tt0257360,0,1,0,1,0
1147,55098,tt0405508,0,0,1,0,1
1148,5952,tt0167261,0,1,0,0,1
1149,5954,tt0307901,1,0,0,1,1
1150,55118,tt0765443,0,1,1,0,1
1151,96079,tt1074638,0,0,0,0,1
1152,5970,tt0102492,0,1,0,1,0
1153,5971,tt0096283,0,1,0,0,1
1154,79702,tt0446029,1,1,1,0,1
1155,104283,tt2013293,0,1,0,0,1
1156,5989,tt0264464,0,1,0,1,1
1157,5991,tt0299658,0,1,0,0,1
1158,79720,tt1313092,1,1,0,0,1
1159,71530,tt0986263,0,0,0,0,1
1160,5995,tt0253474,0,1,0,0,1
1161,46976,tt0420223,0,1,0,1,1
1162,112552,tt2582802,0,0,0,0,1
1163,112556,tt2267998,0,1,0,1,1
1164,104374,tt2194499,1,1,1,1,1
1165,55232,tt0432021,0,0,1,0,1
1166,55247,tt0758758,0,1,1,1,1
1167,55253,tt0808357,0,1,0,0,1
1168,120799,tt1340138,0,0,0,0,1
1169,38886,tt0367089,0,0,0,0,1
1170,55276,tt0465538,0,1,0,1,1
1171,112623,tt2103281,0,0,0,0,1
1172,1218,tt0097202,0,1,1,0,1
1173,30707,tt0405159,0,0,0,1,1
1174,55290,tt0452623,0,1,0,0,1
1175,47099,tt0454921,0,1,0,1,1
1176,30749,tt0395169,0,0,1,0,1
1177,6187,tt0289992,0,0,1,1,1
1178,88125,tt1201607,0,1,0,0,1
1179,88129,tt0780504,0,1,0,0,1
1180,55363,tt0443680,0,0,0,0,1
1181,104520,tt0215685,0,0,0,1,1
1182,30793,tt0367594,0,1,1,0,1
1183,6218,tt0286499,0,1,1,1,0
1184,88140,tt0458339,0,0,0,0,1
1185,30810,tt0362270,1,1,1,0,1
1186,30812,tt0338751,0,1,1,1,1
1187,30816,tt0293508,0,1,0,0,1
1188,88163,tt1570728,1,1,0,1,0
1189,112749,tt2465146,0,0,0,0,1
1190,88179,tt1563738,1,1,1,1,1
1191,96373,tt1441940,0,1,0,0,1
1192,6273,tt0042593,0,0,0,0,1
1193,55442,tt0808417,0,1,0,0,1
1194,6297,tt0311289,0,1,0,0,1
1195,6301,tt0067800,0,1,0,0,1
1196,71838,tt1197624,0,0,0,0,1
1197,96417,tt1547234,0,0,0,0,1
1198,96432,tt1212450,0,0,0,0,1
1199,6323,tt0309698,0,0,1,0,1
1200,6350,tt0092067,0,1,0,0,1
1201,112852,tt2015381,0,1,0,0,1
1202,71899,tt0978762,0,1,0,1,1
1203,6365,tt0234215,0,0,0,0,1
1204,6373,tt0315327,0,0,0,0,1
1205,6377,tt0266543,0,0,0,0,1
1206,6378,tt0317740,0,0,0,0,1
1207,112897,tt2333784,0,0,0,0,1
1208,1274,tt0094625,0,1,0,0,1
1209,121103,tt1702443,1,0,1,1,1
1210,39183,tt0388795,0,0,0,0,1
1211,47382,tt0462590,1,1,1,0,1
1212,80166,tt0889573,0,1,0,0,1
1213,6440,tt0101410,0,0,0,0,1
1214,112940,tt1972571,0,1,0,0,1
1215,47404,tt0452039,0,0,0,0,1
1216,6460,tt0057427,0,1,0,0,1
1217,6461,tt0054428,0,0,1,0,1
1218,129354,tt2381941,0,0,0,0,1
1219,72011,tt1193138,1,1,1,0,1
1220,96588,tt1981677,0,0,1,0,1
1221,88405,tt1632708,1,1,0,0,1
1222,96610,tt1276104,0,0,0,0,1
1223,6502,tt0289043,0,0,0,0,1
1224,63859,tt0397892,0,1,0,0,1
1225,63876,tt1013753,0,0,0,0,1
1226,104841,tt1454468,0,0,1,1,1
1227,6539,tt0325980,0,1,0,0,1
1228,6537,tt0181852,0,0,0,1,1
1229,6565,tt0329575,0,0,0,0,1
1230,104879,tt1392214,0,1,0,0,1
1231,6579,tt0055256,1,1,0,0,1
1232,6586,tt0328828,0,1,1,1,1
1233,104913,tt1979320,0,0,1,1,1
1234,55765,tt0765429,0,0,0,0,1
1235,6615,tt0329101,0,1,0,0,1
1236,96728,tt1560747,0,1,0,0,1
1237,96737,tt1343727,0,0,0,0,1
1238,6636,tt0090103,1,1,1,1,0
1239,104944,tt2370248,0,1,1,0,1
1240,6643,tt0046438,0,1,0,1,1
1241,31225,tt0393162,0,0,0,1,0
1242,47610,tt0443543,0,0,1,0,1
1243,6650,tt0041546,0,1,0,0,1
1244,55805,tt0292963,0,1,0,0,1
1245,6659,tt0100814,0,0,0,0,1
1246,55814,tt0401383,0,0,0,0,1
1247,6662,tt0057413,0,0,1,0,1
1248,55820,tt0477348,0,1,0,0,1
1249,6669,tt0044741,0,1,0,1,0
1250,47629,tt0436697,0,0,1,0,1
1251,39446,tt0432348,0,1,0,0,1
1252,64034,tt0914798,0,1,1,1,1
1253,72226,tt0432283,0,0,0,0,1
1254,96811,tt1855199,0,0,1,1,1
1255,6708,tt0325805,0,1,1,0,1
1256,96821,tt1659337,1,1,1,1,1
1257,6711,tt0335266,0,1,0,0,1
1258,55872,tt0426931,0,0,0,0,1
1259,6724,tt0070510,0,1,0,0,1
1260,80463,tt1285016,0,1,0,0,1
1261,113240,tt2758880,0,1,0,1,0
1262,6754,tt0320691,0,0,0,0,1
1263,80489,tt0840361,0,1,1,0,1
1264,6774,tt0086541,0,0,1,0,1
1265,6777,tt0055031,0,0,0,0,1
1266,113275,tt2980648,0,1,0,0,1
1267,6787,tt0074119,0,0,0,0,1
1268,72330,tt1134629,0,1,1,1,1
1269,6808,tt0065207,0,0,0,0,1
1270,80549,tt1282140,1,1,0,0,0
1271,88744,tt1318514,0,1,0,0,1
1272,31420,tt0398712,0,0,1,0,1
1273,6852,tt0061809,0,0,0,0,1
1274,64197,tt0986233,0,0,0,0,1
1275,96966,tt1650048,0,1,0,1,0
1276,96969,tt1839654,0,1,0,0,1
1277,6857,tt0107692,0,1,0,0,1
1278,72395,tt0929632,0,1,0,1,0
1279,80586,tt0817177,0,1,0,0,1
1280,6863,tt0332379,0,1,0,0,1
1281,25788,tt0023427,0,0,0,0,1
1282,6867,tt0340377,0,1,0,0,0
1283,6870,tt0327056,0,0,0,0,1
1284,6879,tt0313542,0,0,0,0,1
1285,113378,tt0435651,0,0,0,0,1
1286,6886,tt0294357,0,1,0,0,1
1287,88810,tt1454029,0,1,0,0,1
1288,105197,tt1821549,0,0,0,1,1
1289,6902,tt0165832,0,0,0,1,1
1290,6936,tt0319343,0,1,0,0,1
1291,56093,tt0488478,0,0,0,0,1
1292,6942,tt0314331,0,1,0,0,1
1293,64285,tt1118511,0,1,0,1,0
1294,6947,tt0311113,0,0,0,0,1
1295,6953,tt0315733,0,1,0,0,1
1296,6979,tt0086567,0,0,0,0,1
1297,6993,tt0091167,0,0,1,0,1
1298,56145,tt0884328,0,0,1,0,1
1299,56152,tt0461770,0,0,1,1,1
1300,7013,tt0048424,0,0,1,0,1
1301,7022,tt0266308,0,1,0,0,1
1302,56174,tt0480249,0,0,0,0,1
1303,113521,tt2091325,0,1,0,0,1
1304,7044,tt0100935,0,0,1,0,1
1305,97172,tt1142977,0,1,0,0,1
1306,7071,tt0072417,1,1,1,1,1
1307,7072,tt0031971,0,1,1,1,0
1308,7076,tt0062765,0,0,0,0,1
1309,113573,tt0458481,0,0,0,0,1
1310,31658,tt0347149,0,1,0,0,1
1311,48043,tt0414993,0,0,0,0,1
1312,7090,tt0299977,0,0,0,0,1
1313,7099,tt0087544,0,0,0,0,1
1314,72641,tt0878804,1,0,1,1,1
1315,113604,tt1355630,1,1,1,1,1
1316,31685,tt0386588,0,0,0,0,1
1317,80839,tt1028576,0,1,0,0,1
1318,97225,tt0837562,0,1,0,0,1
